Astoria-Long Island City,Astoria-Long Island City	19177,150304.77,8759.91
Astoria-Long Island City,Auburndale	27,943.82,57.32
Astoria-Long Island City,Battery Park	106,3794.21,483.76
Astoria-Long Island City,Bay Ridge	41,1961.33,133.00
Astoria-Long Island City,Baychester	2,75.33,0.00
Astoria-Long Island City,Bedford Park	24,1191.78,39.84
Astoria-Long Island City,Bedford-Stuyvesant	217,6249.42,462.88
Astoria-Long Island City,Bensonhurst	9,446.45,25.45
Astoria-Long Island City,Boerum Hill	56,1960.59,226.58
Astoria-Long Island City,Borough Park	38,1700.13,114.62
Astoria-Long Island City,Brownsville	20,842.25,45.75
Astoria-Long Island City,Bushwick	215,5914.89,498.88
Astoria-Long Island City,Canarsie	6,348.92,19.42
Astoria-Long Island City,Carnegie Hill	133,2779.05,227.09
Astoria-Long Island City,Carroll Gardens	55,2097.58,274.57
Astoria-Long Island City,Central Park	330,6901.54,612.99
Astoria-Long Island City,Chelsea	1093,27415.52,2611.15
Astoria-Long Island City,Chinatown	50,1427.90,124.41
Astoria-Long Island City,City Island	2,107.69,17.86
Astoria-Long Island City,Clearview	22,766.54,35.03
Astoria-Long Island City,Clinton	741,17347.43,1441.04
Astoria-Long Island City,Cobble Hill	25,784.88,56.87
Astoria-Long Island City,Corona	6,133.38,6.88
Astoria-Long Island City,Country Club	4,243.73,0.74
Astoria-Long Island City,Douglastown-Little Neck	32,1555.49,115.99
Astoria-Long Island City,Downtown	97,2995.16,304.65
Astoria-Long Island City,Dyker Heights	13,582.95,19.45
Astoria-Long Island City,East Brooklyn	30,1227.74,98.24
Astoria-Long Island City,East Harlem	251,5391.39,382.87
Astoria-Long Island City,East Village	826,18557.33,1617.21
Astoria-Long Island City,Financial District	644,20751.29,1905.33
Astoria-Long Island City,Flushing	204,4943.99,238.48
Astoria-Long Island City,Fordham	17,634.46,16.17
Astoria-Long Island City,Forest Hills	587,14565.17,1171.81
Astoria-Long Island City,Fort Green	269,8220.19,834.11
Astoria-Long Island City,Garment District	996,22771.82,2240.60
Astoria-Long Island City,Glendale	39,1166.83,79.82
Astoria-Long Island City,Gramercy	1979,41089.92,3727.01
Astoria-Long Island City,Gravesend-Sheepshead Bay	24,1379.60,80.10
Astoria-Long Island City,Greenwich Village	608,15078.76,1402.14
Astoria-Long Island City,Greenwood	23,967.37,68.37
Astoria-Long Island City,Hamilton Heights	210,6316.16,482.48
Astoria-Long Island City,Harlem	491,12655.81,1035.46
Astoria-Long Island City,High Bridge	42,1224.88,29.48
Astoria-Long Island City,Hunts Point	36,909.28,11.71
Astoria-Long Island City,Inwood	43,1510.75,73.30
Astoria-Long Island City,Jackson Heights	2487,32408.52,1268.78
Astoria-Long Island City,Jamaica	134,4727.55,291.55
Astoria-Long Island City,Kings Bridge	21,791.45,22.32
Astoria-Long Island City,Laurelton	4,180.50,0.00
Astoria-Long Island City,Little Italy	105,2709.07,202.22
Astoria-Long Island City,Lower East Side	580,15343.11,1316.46
Astoria-Long Island City,Mapleton-Flatlands	22,1037.45,112.45
Astoria-Long Island City,Maspeth	271,4343.69,169.68
Astoria-Long Island City,Middle Village	104,2333.17,118.67
Astoria-Long Island City,Midtown	5291,95443.78,8456.26
Astoria-Long Island City,Morningside Heights	194,5997.30,722.91
Astoria-Long Island City,Morris Heights	24,779.69,22.58
Astoria-Long Island City,Morris Park	12,430.80,32.66
Astoria-Long Island City,Mott Haven	143,3336.43,105.90
Astoria-Long Island City,Murray Hill	1005,18833.95,1634.32
Astoria-Long Island City,Nkew Gardens	273,8205.86,654.84
Astoria-Long Island City,North Sutton Area	676,9599.53,697.70
Astoria-Long Island City,Park Slope	138,5174.35,575.34
Astoria-Long Island City,Parkchester	21,747.32,14.37
Astoria-Long Island City,Queens Village	17,746.87,52.37
Astoria-Long Island City,Queensboro Hill	74,1992.70,86.20
Astoria-Long Island City,Ridgewood	204,4523.97,199.45
Astoria-Long Island City,Riverdale	9,385.84,22.20
Astoria-Long Island City,Saintalbans	22,957.85,52.02
Astoria-Long Island City,Soho	311,8896.86,1035.23
Astoria-Long Island City,Soundview	29,875.95,30.68
Astoria-Long Island City,South Bronx	104,3012.93,178.98
Astoria-Long Island City,Springfield Gardens	14,601.50,25.00
Astoria-Long Island City,Spuyten Duyvil	1,46.64,6.80
Astoria-Long Island City,Steinway	1,8.50,0.00
Astoria-Long Island City,Sunny Side	4427,43379.21,2753.44
Astoria-Long Island City,Sunset Park	37,1652.35,146.35
Astoria-Long Island City,The Rockaways	3,146.50,0.00
Astoria-Long Island City,Throggs Neck	6,233.98,16.33
Astoria-Long Island City,Tremont	49,1648.60,50.70
Astoria-Long Island City,Tribeca	237,7775.19,782.37
Astoria-Long Island City,Union Port	16,549.28,34.98
Astoria-Long Island City,University Heights	12,446.97,11.00
Astoria-Long Island City,Upper East Side	5494,85986.38,6721.05
Astoria-Long Island City,Upper West Side	1443,33610.44,2972.09
Astoria-Long Island City,Utopia	160,5234.12,329.11
Astoria-Long Island City,Wakefield-Williamsbridge	7,284.32,15.34
Astoria-Long Island City,Washington Heights	364,12433.46,1006.76
Astoria-Long Island City,West Village	364,9793.89,850.56
Astoria-Long Island City,Williams Bridge	12,439.50,11.37
Astoria-Long Island City,Williamsburg	638,14428.98,1320.17
