ID, station, date, enter_00, exit00, enter_01, exit01, enter_02, exit02, enter_03, exit03, enter_04, exit04, enter_05, exit05, enter_06, exit06, enter_07, exit07, enter_08, exit08, enter_09, exit09, enter_010, exit010, enter_011, exit011, enter_012, exit012, enter_013, exit013, enter_014, exit014, enter_015, exit015, enter_016, exit016, enter_017, exit017, enter_018, exit018, enter_019, exit019, enter_020, exit020, enter_021, exit021, enter_022, exit022, enter_023, exit023,station_latitute,station_longitude
BMTLBUSHWICKAV,BUSHWICK AV,5/1/11,0,0,0,0,0,0,0,0,12,26.75,12,26.75,12,26.75,12,26.75,0,0,0,0,0,0,0,0,70,28.5,70,28.5,70,28.5,70,28.5,51,38.5,51,38.5,51,38.5,51,38.5,32,48.25,32,48.25,32,48.25,32,48.25,40.682829,-73.905249
BMTLDEKALBAV,DEKALB AV,5/1/11,0,0,0,0,0,0,0,0,70.25,102,70.25,102,70.25,102,70.25,102,0,0,0,0,0,0,0,0,594.5,146.75,594.5,146.75,594.5,146.75,594.5,146.75,521,182.75,521,182.75,521,182.75,521,182.75,298,293.25,298,293.25,298,293.25,298,293.25,40.703811,-73.918425
BMTLEAST105THST,EAST 105TH ST,5/1/11,66.75,105.5,0,0,0,0,0,0,0,0,8.75,30.25,8.75,30.25,8.75,30.25,8.75,30.25,58,50,58,50,58,50,58,50,85.75,54,85.75,54,85.75,54,85.75,54,104.75,75.25,104.75,75.25,104.75,75.25,104.75,75.25,66.75,105.5,66.75,105.5,66.75,105.5,40.650573,-73.899485
BMTLGRAHAMAV,GRAHAM AV,5/1/11,0,0,0,0,0,0,0,0,206,168.5,206,168.5,206,168.5,206,168.5,24.5,240,24.5,240,24.5,240,24.5,240,745.5,307.5,745.5,307.5,745.5,307.5,745.5,307.5,908.5,558.5,908.5,558.5,908.5,558.5,908.5,558.5,624.5,759.5,624.5,759.5,624.5,759.5,624.5,759.5,40.714565,-73.944053
BMTLGRANDST,GRAND ST,5/1/11,0,0,0,0,0,0,0,0,83,209,83,209,83,209,83,209,86.5,23.5,86.5,23.5,86.5,23.5,86.5,23.5,350.5,260,350.5,260,350.5,260,350.5,260,411,342,411,342,411,342,411,342,377.5,477,377.5,477,377.5,477,377.5,477,40.711926,-73.94067
BMTLHALSEYST,HALSEY ST,5/1/11,0,0,0,0,0,0,0,0,113,250.5,113,250.5,113,250.5,113,250.5,159,83.5,159,83.5,159,83.5,159,83.5,530,142.5,530,142.5,530,142.5,530,142.5,517,207.5,517,207.5,517,207.5,517,207.5,321.5,413.5,321.5,413.5,321.5,413.5,321.5,413.5,40.695602,-73.904084
BMTLJEFFERSONST,JEFFERSON ST,5/1/11,0,0,0,0,0,0,0,0,65.75,91,65.75,91,65.75,91,65.75,91,0,0,0,0,0,0,0,0,293.25,69.5,293.25,69.5,293.25,69.5,293.25,69.5,271,111.75,271,111.75,271,111.75,271,111.75,185.5,176.5,185.5,176.5,185.5,176.5,185.5,176.5,40.706607,-73.922913
BMTLLIVONIAAV,LIVONIA AV,5/1/11,73.5,83,0,0,0,0,0,0,0,0,11.5,23.75,11.5,23.75,11.5,23.75,11.5,23.75,46.25,34.5,46.25,34.5,46.25,34.5,46.25,34.5,65.5,54.25,65.5,54.25,65.5,54.25,65.5,54.25,92.25,73,92.25,73,92.25,73,92.25,73,73.5,83,73.5,83,73.5,83,40.664038,-73.900571
BMTLMMYRTLEAV,MYRTLE AV,5/1/11,0,0,0,0,0,0,0,0,194,635,194,635,194,635,194,635,272,81.5,272,81.5,272,81.5,272,81.5,1683.5,614.5,1683.5,614.5,1683.5,614.5,1683.5,614.5,1535.5,893,1535.5,893,1535.5,893,1535.5,893,964,1332,964,1332,964,1332,964,1332,40.699814,-73.911586
BMTLMONTROSEAV,MONTROSE AV,5/1/11,0,0,0,0,0,0,0,0,100.5,172.5,100.5,172.5,100.5,172.5,100.5,172.5,0,0,0,0,0,0,0,0,285.25,145,285.25,145,285.25,145,285.25,145,313,195.5,313,195.5,313,195.5,313,195.5,234.25,258,234.25,258,234.25,258,234.25,258,40.707739,-73.93985
BMTLMORGANAV,MORGAN AV,5/1/11,0,0,0,0,0,0,0,0,99.75,88.25,99.75,88.25,99.75,88.25,99.75,88.25,30.5,26.75,30.5,26.75,30.5,26.75,30.5,26.75,274.75,56.5,274.75,56.5,274.75,56.5,274.75,56.5,358.75,101,358.75,101,358.75,101,358.75,101,246.75,136,246.75,136,246.75,136,246.75,136,40.706152,-73.933147
BMTLNEWLOTSAV,NEW LOTS AV,5/1/11,103.75,157.75,0,0,0,0,0,0,0,0,19.5,51.5,19.5,51.5,19.5,51.5,19.5,51.5,75,44,75,44,75,44,75,44,99.5,75.75,99.5,75.75,99.5,75.75,99.5,75.75,127.75,128.75,127.75,128.75,127.75,128.75,127.75,128.75,103.75,157.75,103.75,157.75,103.75,157.75,40.658733,-73.899232
BMTLNQR456UNIONSQUARE,UNION SQUARE,5/1/11,20362,13581,0,0,0,0,0,0,0,0,4762,1492,4762,1492,4762,1492,4762,1492,1774,3309,1774,3309,1774,3309,1774,3309,8118,14693,8118,14693,8118,14693,8118,14693,18906,20650,18906,20650,18906,20650,18906,20650,20362,13581,20362,13581,20362,13581,40.734789,-73.99073
BMTLSUTTERAV,SUTTER AV,5/1/11,267.75,349.75,0,0,0,0,0,0,0,0,22,45,22,45,22,45,22,45,69.5,54.75,69.5,54.75,69.5,54.75,69.5,54.75,53.5,9,53.5,9,53.5,9,53.5,9,63.75,28.25,63.75,28.25,63.75,28.25,63.75,28.25,267.75,349.75,267.75,349.75,267.75,349.75,40.669367,-73.901975
BMTLWILSONAV,WILSON AV,5/1/11,0,0,0,0,0,0,0,0,19,74.75,19,74.75,19,74.75,19,74.75,0,0,0,0,0,0,0,0,184.5,86.5,184.5,86.5,184.5,86.5,184.5,86.5,152.75,99,152.75,99,152.75,99,152.75,99,99.25,163.75,99.25,163.75,99.25,163.75,99.25,163.75,40.688764,-73.904046
BMTMCENTRALAV,CENTRAL AV,5/1/11,55,111.75,0,0,0,0,0,0,0,0,11,32.75,11,32.75,11,32.75,11,32.75,39.75,19.75,39.75,19.75,39.75,19.75,39.75,19.75,75.75,42.5,75.75,42.5,75.75,42.5,75.75,42.5,87.25,74.75,87.25,74.75,87.25,74.75,87.25,74.75,55,111.75,55,111.75,55,111.75,40.697857,-73.927397
BMTMFORESTAV,FOREST AV,5/1/11,49.25,134.75,0,0,0,0,0,0,0,0,3.75,30,3.75,30,3.75,30,3.75,30,52,15,52,15,52,15,52,15,126.5,34.25,126.5,34.25,126.5,34.25,126.5,34.25,107.25,80.5,107.25,80.5,107.25,80.5,107.25,80.5,49.25,134.75,49.25,134.75,49.25,134.75,40.704423,-73.903077
BMTMKNICKERBOCKERAV,KNICKERBOCKER AV,5/1/11,78,115.25,0,0,0,0,0,0,0,0,10.75,19.75,10.75,19.75,10.75,19.75,10.75,19.75,54.25,17.75,54.25,17.75,54.25,17.75,54.25,17.75,111.5,68.75,111.5,68.75,111.5,68.75,111.5,68.75,116.25,120.5,116.25,120.5,116.25,120.5,116.25,120.5,78,115.25,78,115.25,78,115.25,40.698664,-73.919711
BMTMMETROPOLITANAV,METROPOLITAN AV,5/1/11,0,0,0,0,0,0,0,0,13.5,14.5,13.5,14.5,13.5,14.5,13.5,14.5,9.75,12,9.75,12,9.75,12,9.75,12,76.25,106.75,76.25,106.75,76.25,106.75,76.25,106.75,128.5,201.5,128.5,201.5,128.5,201.5,128.5,201.5,156,153.25,156,153.25,156,153.25,156,153.25,40.711396,-73.889601
BMTMSENECAAV,SENECA AV,5/1/11,47.75,96,0,0,0,0,0,0,0,0,3.5,20,3.5,20,3.5,20,3.5,20,45.5,15.5,45.5,15.5,45.5,15.5,45.5,15.5,85,47,85,47,85,47,85,47,73.75,78.25,73.75,78.25,73.75,78.25,73.75,78.25,47.75,96,47.75,96,47.75,96,40.702762,-73.90774
BMTN18THAV,18TH AV,5/1/11,153.5,60.75,0,0,0,0,0,0,0,0,9.75,8.5,9.75,8.5,9.75,8.5,9.75,8.5,280.25,21.75,280.25,21.75,280.25,21.75,280.25,21.75,515.25,48.5,515.25,48.5,515.25,48.5,515.25,48.5,277.25,64.5,277.25,64.5,277.25,64.5,277.25,64.5,153.5,60.75,153.5,60.75,153.5,60.75,40.620671,-73.990414
BMTN20THAV,20TH AV,5/1/11,46,44.5,0,0,0,0,0,0,0,0,8.25,8.5,8.25,8.5,8.25,8.5,8.25,8.5,98.5,11,98.5,11,98.5,11,98.5,11,179.75,18,179.75,18,179.75,18,179.75,18,103,38,103,38,103,38,103,38,46,44.5,46,44.5,46,44.5,40.61741,-73.985026
BMTN86THST,86TH ST,5/1/11,285.5,264.5,0,0,0,0,0,0,0,0,16,22.25,16,22.25,16,22.25,16,22.25,145.25,174.5,145.25,174.5,145.25,174.5,145.25,174.5,504,558,504,558,504,558,504,558,479.5,336.5,479.5,336.5,479.5,336.5,479.5,336.5,285.5,264.5,285.5,264.5,285.5,264.5,40.592721,-73.97823
BMTN8THAV,8TH AV,5/1/11,64,67.75,0,0,0,0,0,0,0,0,6.75,12,6.75,12,6.75,12,6.75,12,78.75,17,78.75,17,78.75,17,78.75,17,121.5,29,121.5,29,121.5,29,121.5,29,87.25,53.25,87.25,53.25,87.25,53.25,87.25,53.25,64,67.75,64,67.75,64,67.75,40.635064,-74.011719
BMTNBAYPARKWAY-22NDAV,BAY PARKWAY-22ND AV,5/1/11,0,0,0,0,0,0,0,0,0,0,24,30.5,24,30.5,24,30.5,24,30.5,492.5,46,492.5,46,492.5,46,492.5,46,852.5,122,852.5,122,852.5,122,852.5,122,513.5,161,513.5,161,513.5,161,513.5,161,0,0,0,0,0,0,40.611815,-73.981848
BMTNFORTHAMILTONPARKWAY,FORT HAMILTON PARKWAY,5/1/11,186.5,289.5,0,0,0,0,0,0,0,0,17.5,40,17.5,40,17.5,40,17.5,40,315,75,315,75,315,75,315,75,605,155.5,605,155.5,605,155.5,605,155.5,360.5,201,360.5,201,360.5,201,360.5,201,186.5,289.5,186.5,289.5,186.5,289.5,40.631386,-74.005351
BMTNKINGSHIGHWAY,KINGS HIGHWAY,5/1/11,75.75,75,0,0,0,0,0,0,0,0,11.75,13.25,11.75,13.25,11.75,13.25,11.75,13.25,151,17,151,17,151,17,151,17,273.75,36.5,273.75,36.5,273.75,36.5,273.75,36.5,144.5,55.5,144.5,55.5,144.5,55.5,144.5,55.5,75.75,75,75.75,75,75.75,75,40.603923,-73.980353
BMTNQ30AV-GRANDAV,30 AV-GRAND AV,5/1/11,0,0,0,0,0,0,0,0,81.5,250,81.5,250,81.5,250,81.5,250,0,0,0,0,0,0,0,0,780.5,266.25,780.5,266.25,780.5,266.25,780.5,266.25,734.25,361,734.25,361,734.25,361,734.25,361,408.25,528.5,408.25,528.5,408.25,528.5,408.25,528.5,40.766779,-73.921479
BMTNQ36AV-WASHINGTONAV,36 AV-WASHINGTON AV,5/1/11,0,0,0,0,0,0,0,0,62.75,151.75,62.75,151.75,62.75,151.75,62.75,151.75,77.25,26.25,77.25,26.25,77.25,26.25,77.25,26.25,303,129,303,129,303,129,303,129,340,207.75,340,207.75,340,207.75,340,207.75,218.5,330,218.5,330,218.5,330,218.5,330,40.756804,-73.929575
BMTNQ39AV-BEEBEAV,39 AV-BEEBE AV,5/1/11,0,0,0,0,0,0,0,0,13.75,34.25,13.75,34.25,13.75,34.25,13.75,34.25,0,0,0,0,0,0,0,0,121.5,82.75,121.5,82.75,121.5,82.75,121.5,82.75,121.75,150.5,121.75,150.5,121.75,150.5,121.75,150.5,154.75,93.5,154.75,93.5,154.75,93.5,154.75,93.5,40.752882,-73.932755
BMTNQASTORIABLVD-HOYTAV,ASTORIA BLVD-HOYT AV,5/1/11,0,0,0,0,0,0,0,0,68.5,208.25,68.5,208.25,68.5,208.25,68.5,208.25,63.5,53.5,63.5,53.5,63.5,53.5,63.5,53.5,594.75,176.5,594.75,176.5,594.75,176.5,594.75,176.5,558.75,319.5,558.75,319.5,558.75,319.5,558.75,319.5,369.75,426.5,369.75,426.5,369.75,426.5,369.75,426.5,40.770258,-73.917843
BMTNQR456LEXINGTONAV,LEXINGTON AV,5/1/11,0,0,0,0,0,0,0,0,402.75,191.75,402.75,191.75,402.75,191.75,402.75,191.75,195.75,247.5,195.75,247.5,195.75,247.5,195.75,247.5,904.5,1445.25,904.5,1445.25,904.5,1445.25,904.5,1445.25,2084.75,2172.75,2084.75,2172.75,2084.75,2172.75,2084.75,2172.75,2747,1679.25,2747,1679.25,2747,1679.25,2747,1679.25,40.76266,-73.967258
BMTNQR49THST,49TH ST,5/1/11,0,0,0,0,0,0,0,0,1196,335,1196,335,1196,335,1196,335,215,393,215,393,215,393,215,393,1894,2750,1894,2750,1894,2750,1894,2750,2902,3505,2902,3505,3191,3581,3748,3663,3458,2536,3458,2536,3169,2460,2612,2378,40.759901,-73.984139
BMTNQR57THST,57TH ST,5/1/11,0,0,0,0,0,0,0,0,530.5,182,530.5,182,530.5,182,530.5,182,183.5,244,183.5,244,183.5,244,183.5,244,1133,1141.5,1133,1141.5,1133,1141.5,1133,1141.5,1448,930.5,1448,930.5,1448,930.5,1448,930.5,2500.5,1101,2500.5,1101,2500.5,1101,2500.5,1101,40.764664,-73.980658
BMTNQR5THAV,5TH AV,5/1/11,1239.5,246,1239.5,246,0,0,0,0,0,0,0,0,49,24.5,49,24.5,49,24.5,49,24.5,130,515.5,130,515.5,130,515.5,130,515.5,793,1701,793,1701,793,1701,793,1701,2166.5,1161,2166.5,1161,2166.5,1161,2166.5,1161,1239.5,246,1239.5,246,40.764811,-73.973347
BMTNR23RDST,23RD ST,5/1/11,0,0,0,0,0,0,0,0,303,68.5,303,68.5,303,68.5,303,68.5,48.5,30.5,48.5,30.5,48.5,30.5,48.5,30.5,653,638.5,653,638.5,653,638.5,653,638.5,1716.5,776.5,1716.5,776.5,1716.5,776.5,1716.5,776.5,1435,663.5,1435,663.5,1435,663.5,1435,663.5,40.741303,-73.989344
BMTNR28THST,28TH ST,5/1/11,0,0,0,0,0,0,0,0,113.5,93.5,113.5,93.5,113.5,93.5,113.5,93.5,21.5,54,21.5,54,21.5,54,21.5,54,396,776,396,776,396,776,396,776,650,820,650,820,650,820,650,820,659.5,700,659.5,700,659.5,700,659.5,700,40.745494,-73.988691
BMTNR59THST,59TH ST,5/1/11,0,0,0,0,0,0,0,0,69.5,273.5,69.5,273.5,69.5,273.5,69.5,273.5,72,26.5,72,26.5,72,26.5,72,26.5,1184,531,1184,531,1184,531,1184,531,848,600.5,848,600.5,848,600.5,848,600.5,565,839,565,839,565,839,565,839,40.641362,-74.017881
BMTNR8THST,8TH ST,5/1/11,0,0,0,0,0,0,0,0,619.5,178.5,619.5,178.5,619.5,178.5,619.5,178.5,54.5,55,54.5,55,54.5,55,54.5,55,513.5,723,513.5,723,513.5,723,513.5,723,1323,1210.5,1323,1210.5,1323,1210.5,1323,1210.5,1733.5,1223,1733.5,1223,1733.5,1223,1733.5,1223,40.730328,-73.992629
BMTNRPRINCEST,PRINCE ST,5/1/11,0,0,0,0,0,0,0,0,287.5,94.5,287.5,94.5,287.5,94.5,287.5,94.5,20.5,62,114.5,175.5,114.5,175.5,114.5,175.5,176.5,1046.5,82.5,933,82.5,933,82.5,933,389.5,1758.5,389.5,1758.5,389.5,1758.5,389.5,1758.5,1989,1924,1989,1924,1989,1924,1989,1924,40.724329,-73.997702
BMTQOCEANPARKWAY,OCEAN PARKWAY,5/1/11,0,0,0,0,0,0,0,0,16,36,16,36,16,36,16,36,30.5,21.5,30.5,21.5,30.5,21.5,30.5,21.5,274.5,195.5,274.5,195.5,274.5,195.5,274.5,195.5,296.5,224,296.5,224,296.5,224,296.5,224,231,243.5,231,243.5,231,243.5,231,243.5,40.576312,-73.968501
BMTR1WHITEHALLST,WHITEHALL ST,5/1/11,1686,1061,0,0,0,0,0,0,0,0,108.5,276.5,108.5,276.5,108.5,276.5,108.5,276.5,445,631,445,631,445,631,445,631,1225.5,1854,1225.5,1854,1225.5,1854,1225.5,1854,2200,1250.5,2200,1250.5,2200,1250.5,2200,1250.5,1686,1061,1686,1061,1686,1061,40.703087,-74.012994
BMTR2345COURTST,COURT ST,5/1/11,0,0,0,0,0,0,0,0,176.25,115.25,176.25,115.25,176.25,115.25,176.25,115.25,45.5,60.5,45.5,60.5,45.5,60.5,45.5,60.5,577.25,440,577.25,440,577.25,440,577.25,440,1032.25,695.25,1032.25,695.25,1032.25,695.25,1032.25,695.25,903.5,720.5,903.5,720.5,903.5,720.5,903.5,720.5,40.6941,-73.991777
BMTR25THST,25TH ST,5/1/11,0,0,0,0,0,0,0,0,25,63.75,25,63.75,25,63.75,25,63.75,8.75,22,8.75,22,8.75,22,8.75,22,162,85,162,85,162,85,162,85,145.75,113.25,145.75,113.25,145.75,113.25,145.75,113.25,104,125.75,104,125.75,104,125.75,104,125.75,40.660397,-73.998091
BMTR45THST,45TH ST,5/1/11,0,0,0,0,0,0,0,0,13.5,52,13.5,52,13.5,52,13.5,52,56.75,17.25,56.75,17.25,56.75,17.25,56.75,17.25,336.5,166,336.5,166,336.5,166,336.5,166,325,223,325,223,325,223,325,223,241.25,314.5,241.25,314.5,241.25,314.5,241.25,314.5,40.648939,-74.010006
BMTR53RDST,53RD ST,5/1/11,0,0,0,0,0,0,0,0,20.5,61,20.5,61,20.5,61,20.5,61,0,0,0,0,0,0,0,0,368.25,161.5,368.25,161.5,368.25,161.5,368.25,161.5,319.25,173.75,319.25,173.75,319.25,173.75,319.25,173.75,239.5,212.75,239.5,212.75,239.5,212.75,239.5,212.75,40.645069,-74.014034
BMTR77THST,77TH ST,5/1/11,0,0,0,0,0,0,0,0,12.5,41,12.5,41,12.5,41,12.5,41,0,0,0,0,0,0,0,0,215,65.5,215,65.5,215,65.5,215,65.5,186.25,77.5,186.25,77.5,186.25,77.5,186.25,77.5,108.75,118.5,108.75,118.5,108.75,118.5,108.75,118.5,40.629742,-74.02551
BMTR86THST,86TH ST,5/1/11,0,0,0,0,0,0,0,0,75,137,75,137,75,137,75,137,38.5,12,38.5,12,38.5,12,38.5,12,919.5,454.5,919.5,454.5,919.5,454.5,919.5,454.5,776,576.5,776,576.5,776,576.5,776,576.5,759,629.5,759,629.5,759,629.5,759,629.5,40.622687,-74.028398
BMTRBAYRIDGEAV,BAY RIDGE AV,5/1/11,0,0,0,0,0,0,0,0,56.75,138.75,56.75,138.75,56.75,138.75,56.75,138.75,132.75,52,132.75,52,132.75,52,132.75,52,800.5,246.75,800.5,246.75,800.5,246.75,800.5,246.75,787.75,373,787.75,373,787.75,373,787.75,373,544.75,550,544.75,550,544.75,550,544.75,550,40.634967,-74.023377
BMTRCORTLANDTST,CORTLANDT ST,5/1/11,982,161,0,0,0,0,0,0,0,0,16,10,16,10,16,10,16,10,18,72,18,72,18,72,18,72,386,179,386,179,386,179,386,179,1191,260,1191,260,1191,260,1191,260,982,161,982,161,982,161,40.710668,-74.011029
BMTRPROSPECTAV,PROSPECT AV,5/1/11,0,0,0,0,0,0,0,0,32.25,77,32.25,77,32.25,77,32.25,77,0,0,0,0,0,0,0,0,235.75,126,235.75,126,235.75,126,235.75,126,222.75,142,222.75,142,222.75,142,222.75,142,149.5,209.25,149.5,209.25,149.5,209.25,149.5,209.25,40.665414,-73.992872
BMTRRECTORST,RECTOR ST,5/1/11,0,0,0,0,0,0,0,0,23,14,23,14,23,14,23,14,7.5,9,7.5,9,7.5,9,7.5,9,156.5,163,156.5,163,156.5,163,156.5,163,314,412,314,412,314,412,314,412,318,230,318,230,318,230,318,230,40.70722,-74.013342
BMTRUNIONST,UNION ST,5/1/11,0,0,0,0,0,0,0,0,116.5,162,116.5,162,116.5,162,116.5,162,21.5,35.5,21.5,35.5,21.5,35.5,21.5,35.5,435,351,435,351,435,351,435,351,570,496.5,570,496.5,570,496.5,570,496.5,526,509.5,526,509.5,526,509.5,526,509.5,40.677316,-73.98311
INDA104THST-OXFORDAV,104TH ST-OXFORD AV,5/1/11,0,0,0,0,0,0,0,0,3.5,19,3.5,19,3.5,19,3.5,19,0,0,0,0,0,0,0,0,81,26,81,26,81,26,81,26,40.25,24.75,40.25,24.75,40.25,24.75,40.25,24.75,25,46.75,25,46.75,25,46.75,25,46.75,40.681711,-73.837683
INDA111THST-GREENWOODAV,111TH ST-GREENWOOD AV,5/1/11,64,134,0,0,0,0,0,0,0,0,10.5,25,10.5,25,10.5,25,10.5,25,99,27,99,27,99,27,99,27,120,49.5,120,49.5,120,49.5,120,49.5,127,86.5,127,86.5,127,86.5,127,86.5,64,134,64,134,64,134,40.684331,-73.832163
INDA175THST,175TH ST,5/1/11,0,0,0,0,0,0,0,0,90.5,269.5,90.5,269.5,90.5,269.5,90.5,269.5,198,94,198,94,198,94,198,94,935.5,256.5,935.5,256.5,935.5,256.5,935.5,256.5,974.5,469,974.5,469,974.5,469,974.5,469,728.5,749.5,728.5,749.5,728.5,749.5,728.5,749.5,40.847391,-73.939704
INDA181STST,181ST ST,5/1/11,944,2012,0,0,0,0,0,0,37.5,73,113.5,496,113.5,496,113.5,496,120.5,443.5,639.5,254.5,639.5,254.5,639.5,254.5,951,369.5,2374,772.5,2374,772.5,2374,772.5,2524,935,2340,1607,2340,1607,2340,1607,2134.5,1510.5,1244.5,2213.5,1244.5,2213.5,1244.5,2213.5,40.851695,-73.937969
INDA181STST,181ST ST,5/1/11,944,2012,0,0,0,0,0,0,37.5,73,113.5,496,113.5,496,113.5,496,120.5,443.5,639.5,254.5,639.5,254.5,639.5,254.5,951,369.5,2374,772.5,2374,772.5,2374,772.5,2524,935,2340,1607,2340,1607,2340,1607,2134.5,1510.5,1244.5,2213.5,1244.5,2213.5,1244.5,2213.5,40.859022,-73.93418
INDA80THST-HUDSONST,80TH ST-HUDSON ST,5/1/11,59,78.5,0,0,0,0,0,0,0,0,26,96,26,96,26,96,26,96,198,53,198,53,198,53,198,53,124,27,124,27,124,27,124,27,104.5,61,104.5,61,104.5,61,104.5,61,59,78.5,59,78.5,59,78.5,40.679371,-73.858992
INDAAQUEDUCT-NORTHCONDUITAV,AQUEDUCT-NORTH CONDUIT AV,5/1/11,103.5,15.75,0,0,0,0,0,0,0,0,4.5,7.75,4.5,7.75,4.5,7.75,4.5,7.75,6.5,8.5,6.5,8.5,6.5,8.5,6.5,8.5,15.5,14.5,15.5,14.5,15.5,14.5,15.5,14.5,50,20,50,20,50,20,50,20,103.5,15.75,103.5,15.75,103.5,15.75,40.668234,-73.834058
INDAAQUEDUCTRACETRACK,AQUEDUCT RACETRACK,5/1/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.672131,-73.835812
INDABCD145THST,145TH ST,5/1/11,0,0,0,0,0,0,0,0,306.5,885,306.5,885,306.5,885,306.5,885,139.5,104.5,139.5,104.5,139.5,104.5,139.5,104.5,1807,1007,1807,1007,1807,1007,1807,1007,1867,1300,1867,1300,1867,1300,1867,1300,1371.5,1909,1371.5,1909,1371.5,1909,1371.5,1909,40.824783,-73.944216
INDABCD159THST,59TH ST,5/1/11,171,73.5,171,73.5,171,73.5,0,0,1197.5,603,1197.5,603,1197.5,603,1197.5,603,431.5,636.5,431.5,636.5,431.5,636.5,431.5,636.5,2469.5,3924.5,2574.5,3961,2574.5,3961,2574.5,3961,4977,5259,4872,5222.5,4872,5222.5,4872,5222.5,6477,3741.5,6477,3741.5,6477,3741.5,6648,3815,40.768296,-73.981736
INDABCDEFMWEST4THST,WEST 4TH ST,5/1/11,2915,2561.5,0,0,0,0,0,0,0,0,1666,490.5,1666,490.5,1666,490.5,1666,490.5,466.5,559.5,466.5,559.5,466.5,559.5,466.5,559.5,1425.5,2840,1425.5,2840,1425.5,2840,1425.5,2840,2989,4020.5,2989,4020.5,3672,4735.5,3672,4735.5,3598,3276.5,3598,3276.5,2915,2561.5,40.732338,-74.000495
INDABEACH25THST,BEACH 25TH ST,5/1/11,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0.5,2.75,0.5,2.75,0.5,2.75,0.5,2.75,0,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0,0.25,0,0.25,40.600066,-73.761353
INDABEACH36THST,BEACH 36TH ST,5/1/11,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0,0.75,0,0.75,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,12.5,0,12.5,0,9.5,0,9.5,0,9.5,0,9.5,0.25,4.5,0.25,4.5,0.25,4.5,0.25,4.5,40.595398,-73.768175
INDABEACH44THST,BEACH 44TH ST,5/1/11,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0,0.75,0,0.75,0,0,0,0,0,0,0,0,0.25,2.75,0.25,2.75,0.25,2.75,0.25,2.75,0,0.5,0,0.5,0,0.5,0,0.5,0,0.75,0,0.75,0,0.75,0,0.75,40.592943,-73.776013
INDABEACH60THST,BEACH 60TH ST,5/1/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,40.592374,-73.788522
INDABEACH67THST,BEACH 67TH ST,5/1/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,19,0,19,0,10.25,0,10.25,0,10.25,0,10.25,0,8,0,8,0,8,0,8,40.590927,-73.796924
INDACE23CHAMBERSST,CHAMBERS ST,5/1/11,0,0,0,0,0,0,0,0,399,227,399,227,399,227,399,227,262,187,262,187,262,187,262,187,1272,1163.5,1272,1163.5,1272,1163.5,1272,1163.5,2829.5,1492.5,2829.5,1492.5,2829.5,1492.5,2829.5,1492.5,2976,1068,2976,1068,2976,1068,2976,1068,40.714111,-74.008585
INDACE34THST,34TH ST,5/1/11,0,0,0,0,0,0,0,0,2673.5,1702.75,2673.5,1702.75,2673.5,1702.75,2673.5,1702.75,960.75,1479.75,960.75,1479.75,960.75,1479.75,960.75,1479.75,6269,8444.25,6269,8444.25,6269,8444.25,6269,8444.25,11603.5,13485.5,11603.5,13485.5,11603.5,13485.5,11603.5,13485.5,15168.25,11142,15168.25,11142,15168.25,11142,15168.25,11142,40.752287,-73.993391
INDACECANALST,CANAL ST,5/1/11,0,0,0,0,0,0,0,0,323,124.5,323,124.5,323,124.5,323,124.5,0,0,0,0,0,0,0,0,515.5,987.5,515.5,987.5,515.5,987.5,515.5,987.5,1035,1263.5,1035,1263.5,1035,1263.5,1035,1263.5,1479,957.5,1479,957.5,1479,957.5,1479,957.5,40.720824,-74.005229
INDACEL14THST,14TH ST,5/1/11,1781.5,1285.25,0,0,0,0,0,0,0,0,721.25,198.75,721.25,198.75,721.25,198.75,721.25,198.75,224.5,351.5,224.5,351.5,224.5,351.5,224.5,351.5,780.5,1408,780.5,1408,780.5,1408,780.5,1408,1640.25,1724.75,1640.25,1724.75,1640.25,1724.75,1640.25,1724.75,1781.5,1285.25,1781.5,1285.25,1781.5,1285.25,40.740893,-74.00169
INDACENQRS123742NDST,42ND ST,5/1/11,2263,1255,2263,1255,0,0,0,0,1249.5,777,1249.5,777,2071,1035.5,2071,1035.5,1269.25,599.75,1269.25,599.75,992.75,790.75,992.75,790.75,5587.25,4719.25,5587.25,4719.25,6431.75,5444.25,6431.75,5444.25,6635,6270,6635,6270,7147.5,6824,7147.5,6824,7920,7630.25,7920,7630.25,8281,7156.75,8281,7156.75,40.757308,-73.989735
