ID, station, date, enter_00, exit00, enter_01, exit01, enter_02, exit02, enter_03, exit03, enter_04, exit04, enter_05, exit05, enter_06, exit06, enter_07, exit07, enter_08, exit08, enter_09, exit09, enter_010, exit010, enter_011, exit011, enter_012, exit012, enter_013, exit013, enter_014, exit014, enter_015, exit015, enter_016, exit016, enter_017, exit017, enter_018, exit018, enter_019, exit019, enter_020, exit020, enter_021, exit021, enter_022, exit022, enter_023, exit023,station_latitute,station_longitude
INDACEUCLIDAV,EUCLID AV,5/1/11,0,0,0,0,0,0,0,0,49,50.5,49,50.5,49,50.5,49,50.5,19,2.75,19,2.75,19,2.75,19,2.75,408.25,119,408.25,119,408.25,119,408.25,119,305.5,126.25,305.5,126.25,305.5,126.25,305.5,126.25,241.25,130.75,241.25,130.75,241.25,130.75,241.25,130.75,40.675377,-73.872106
INDACGHOYT&SCHERMERHORN,HOYT & SCHERMERHORN,5/1/11,0,0,0,0,0,0,0,0,61.25,59,61.25,59,61.25,59,61.25,59,0,0,0,0,0,0,0,0,145.25,316.25,145.25,316.25,145.25,316.25,145.25,316.25,262.5,350.5,262.5,350.5,262.5,350.5,262.5,350.5,336.5,287.25,336.5,287.25,336.5,287.25,336.5,287.25,40.688484,-73.985001
INDACNOSTRANDAV,NOSTRAND AV,5/1/11,0,0,0,0,0,0,0,0,182,388,182,388,182,388,182,388,183,136,183,136,183,136,183,136,1203,649,1203,649,1203,649,1203,649,1266.5,834.5,1266.5,834.5,1266.5,834.5,1266.5,834.5,1035,983.5,1035,983.5,1035,983.5,1035,983.5,40.680438,-73.950426
INDACUTICAAV,UTICA AV,5/1/11,707,904,0,0,0,0,0,0,0,0,132.5,300,132.5,300,132.5,300,132.5,300,500.5,255,500.5,255,500.5,255,500.5,255,941.5,456.5,941.5,456.5,941.5,456.5,941.5,456.5,981,680.5,981,680.5,981,680.5,981,680.5,707,904,707,904,707,904,40.679364,-73.930729
INDADYCKMANST-200THST,DYCKMAN ST-200TH ST,5/1/11,149,5.75,0,0,0,0,0,0,0,0,30.25,3,30.25,3,30.25,3,30.25,3,123,3.25,123,3.25,123,3.25,123,3.25,206,5.25,206,5.25,206,5.25,206,5.25,199.5,5.5,199.5,5.5,199.5,5.5,199.5,5.5,149,5.75,149,5.75,149,5.75,40.865491,-73.927271
INDAFARROCKAWAY-MOTTAV,FAR ROCKAWAY-MOTT AV,5/1/11,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,3.5,0,3.5,0,3.5,0,3.5,0,2,0,2,0,2,0,2,0,1.25,0,1.25,0,1.25,0,1.25,40.603995,-73.755405
INDAGRANTAV,GRANT AV,5/1/11,0,0,0,0,0,0,0,0,24.5,99,24.5,99,24.5,99,24.5,99,71.5,38.25,127.25,59.75,127.25,59.75,127.25,59.75,94,34.25,38.25,12.75,38.25,12.75,38.25,12.75,137,64.75,137,64.75,137,64.75,137,64.75,193.25,275.75,193.25,275.75,193.25,275.75,193.25,275.75,40.677044,-73.86505
INDAHOWARDBEACH,HOWARD BEACH,5/1/11,203,62.5,0,0,0,0,0,0,0,0,21,21,21,21,21,21,21,21,74,21.5,74,21.5,74,21.5,74,21.5,135,31,135,31,135,31,135,31,225,58.5,225,58.5,225,58.5,225,58.5,203,62.5,203,62.5,203,62.5,40.660476,-73.830301
INDAINWOOD-207THST,INWOOD - 207TH ST,5/1/11,475.5,461.5,0,0,0,0,0,0,0,0,59,132.5,59,132.5,59,132.5,59,132.5,334.5,101,334.5,101,334.5,101,334.5,101,700,237.5,700,237.5,700,237.5,700,237.5,663,385.5,663,385.5,663,385.5,663,385.5,475.5,461.5,475.5,461.5,475.5,461.5,40.868072,-73.919899
INDALEFFERTSBLVD,LEFFERTS BLVD,5/1/11,0,0,0,0,0,0,0,0,32.25,74.75,32.25,74.75,32.25,74.75,32.25,74.75,17.75,1.5,17.75,1.5,17.75,1.5,17.75,1.5,320.25,165,320.25,165,320.25,165,320.25,165,222.25,169.25,222.25,169.25,222.25,169.25,222.25,169.25,174.75,243.25,174.75,243.25,174.75,243.25,174.75,243.25,40.685951,-73.825798
INDAROCKAWAYBLVD,ROCKAWAY BLVD,5/1/11,332.5,319,0,0,0,0,0,0,0,0,63.5,69,63.5,69,63.5,69,63.5,69,280.5,106,280.5,106,280.5,106,280.5,106,406,141.5,406,141.5,406,141.5,406,141.5,395,288.5,395,288.5,395,288.5,395,288.5,332.5,319,332.5,319,332.5,319,40.680429,-73.843853
INDBC103RDST,103RD ST,5/1/11,171.25,182.75,0,0,0,0,0,0,0,0,8.75,30,8.75,30,8.75,30,8.75,30,63.75,45.75,63.75,45.75,63.75,45.75,63.75,45.75,216.25,103.25,216.25,103.25,216.25,103.25,216.25,103.25,198.25,210.25,198.25,210.25,198.25,210.25,198.25,210.25,171.25,182.75,171.25,182.75,171.25,182.75,40.796092,-73.961454
INDBC116THST,116TH ST,5/1/11,371,474.5,0,0,0,0,0,0,0,0,32.5,86.5,32.5,86.5,32.5,86.5,32.5,86.5,124,154.5,124,154.5,124,154.5,124,154.5,497,462,497,462,497,462,497,462,491,434,491,434,491,434,491,434,371,474.5,371,474.5,371,474.5,40.805085,-73.954882
INDBC135THST,135TH ST,5/1/11,381.75,349.5,0,0,0,0,0,0,0,0,39,76.5,39,76.5,39,76.5,39,76.5,142.5,111,142.5,111,142.5,111,142.5,111,552.75,246.75,552.75,246.75,552.75,246.75,552.75,246.75,600,301.5,600,301.5,600,301.5,600,301.5,381.75,349.5,381.75,349.5,381.75,349.5,40.817894,-73.947649
INDBC72NDST,72ND ST,5/1/11,0,0,0,0,0,0,0,0,39.25,18.75,39.25,18.75,39.25,18.75,39.25,18.75,4.75,3.25,4.75,3.25,4.75,3.25,4.75,3.25,200.25,287.75,200.25,287.75,200.25,287.75,200.25,287.75,524.75,490.25,524.75,490.25,524.75,490.25,524.75,490.25,678.5,364.75,678.5,364.75,678.5,364.75,678.5,364.75,40.775594,-73.97641
INDBC81STST-MUSEUMOFNATURALHISTORY,81ST ST - MUSEUM OF NATURAL HISTORY,5/1/11,1249.5,529,0,0,0,0,0,0,0,0,36,14,36,14,36,14,36,14,72,137,72,137,72,137,72,137,584.5,1128.5,584.5,1128.5,584.5,1128.5,584.5,1128.5,1642.5,1223,1642.5,1223,1642.5,1223,1642.5,1223,1249.5,529,1249.5,529,1249.5,529,40.781433,-73.972143
INDBC86THST,86TH ST,5/1/11,0,0,0,0,0,0,0,0,55.5,28,55.5,28,55.5,28,55.5,28,25,5.5,25,5.5,25,5.5,25,5.5,320.5,391.5,320.5,391.5,320.5,391.5,320.5,391.5,937.5,501,937.5,501,937.5,501,937.5,501,718,394,718,394,718,394,718,394,40.785868,-73.968916
INDBC96THST,96TH ST,5/1/11,0,0,0,0,0,0,0,0,26,47.5,26,47.5,26,47.5,26,47.5,41.5,82,41.5,82,41.5,82,41.5,82,411,461.5,411,461.5,411,461.5,411,461.5,797,579,797,579,797,579,797,579,642,601,642,601,642,601,642,601,40.791646,-73.964699
INDBCCATHEDRALPARKWAY-110THST,CATHEDRAL PARKWAY-110TH ST,5/1/11,486.5,526.5,0,0,0,0,0,0,0,0,41.5,87,41.5,87,41.5,87,41.5,87,152.5,102,152.5,102,152.5,102,152.5,102,595,327.5,595,327.5,595,327.5,595,327.5,663.5,522,663.5,522,663.5,522,663.5,522,486.5,526.5,486.5,526.5,486.5,526.5,40.800605,-73.958158
INDBD155THST,155TH ST,5/1/11,118.75,114.25,0,0,0,0,0,0,0,0,21,43,21,43,21,43,21,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.5,185.25,378.5,185.25,378.5,185.25,378.5,185.25,118.75,114.25,118.75,114.25,118.75,114.25,40.830135,-73.938209
INDBD167THST,167TH ST,5/1/11,0,0,0,0,0,0,0,0,93.5,192.5,93.5,192.5,93.5,192.5,93.5,192.5,80.5,9,80.5,9,80.5,9,80.5,9,966.5,286,966.5,286,966.5,286,966.5,286,738.5,363.5,738.5,363.5,738.5,363.5,738.5,363.5,586.5,488.5,586.5,488.5,586.5,488.5,586.5,488.5,40.833769,-73.918432
INDBD170THST,170TH ST,5/1/11,343.5,377.5,0,0,0,0,0,0,0,0,43,103.5,43,103.5,43,103.5,43,103.5,315,90,315,90,315,90,315,90,473,141.5,473,141.5,473,141.5,473,141.5,562.5,257.5,562.5,257.5,562.5,257.5,562.5,257.5,343.5,377.5,343.5,377.5,343.5,377.5,40.839306,-73.9134
INDBD174-175THSTS,174-175TH STS,5/1/11,0,0,0,0,0,0,0,0,37.5,106,37.5,106,37.5,106,37.5,106,1,1.5,1,1.5,1,1.5,1,1.5,484,174.5,484,174.5,484,174.5,484,174.5,347.5,183.5,347.5,183.5,347.5,183.5,347.5,183.5,247,281,247,281,247,281,247,281,40.8459,-73.910136
INDBD182ND-183RDSTS,182ND-183RD STS,5/1/11,0,0,0,0,0,0,0,0,29.5,48.5,29.5,48.5,29.5,48.5,29.5,48.5,0,0,0,0,0,0,0,0,279.75,61,279.75,61,279.75,61,279.75,61,187.25,81.5,187.25,81.5,187.25,81.5,187.25,81.5,146.25,101.5,146.25,101.5,146.25,101.5,146.25,101.5,40.856093,-73.900741
INDBD4YANKEESTADIUM-161STST,YANKEE STADIUM-161ST ST,5/1/11,0,0,0,0,0,0,0,0,414.75,503.25,414.75,503.25,414.75,503.25,414.75,503.25,958.5,460.5,958.5,460.5,958.5,460.5,958.5,460.5,1869.75,3525,1869.75,3525,1869.75,3525,1869.75,3525,7872.75,6938.25,7872.75,6938.25,7872.75,6938.25,7872.75,6938.25,7580.25,1836,7580.25,1836,7580.25,1836,7580.25,1836,40.827905,-73.925651
INDBDBEDFORDPARKBLVD,BEDFORD PARK BLVD,5/1/11,218,298,0,0,0,0,0,0,0,0,39,115,39,115,39,115,39,115,263,89.5,263,89.5,263,89.5,263,89.5,434,151.5,434,151.5,434,151.5,434,151.5,305,286,305,286,305,286,305,286,218,298,218,298,218,298,40.873244,-73.887138
INDBDE7THAV,7TH AV,5/1/11,727.5,645,0,0,0,0,0,0,0,0,160,62,160,62,160,62,160,62,136.5,448.5,136.5,448.5,136.5,448.5,136.5,448.5,664.5,809.5,664.5,809.5,664.5,809.5,664.5,809.5,740,959,740,959,740,959,740,959,727.5,645,727.5,645,727.5,645,40.762862,-73.981637
INDBDFM47-50THSTSROCKEFELLERCENTER,47-50TH STS ROCKEFELLER CENTER,5/1/11,0,0,0,0,0,0,0,0,1096.5,270,1096.5,270,1096.5,270,1096.5,270,282,678.75,282,678.75,282,678.75,282,678.75,1143,3027.75,1143,3027.75,1143,3027.75,1143,3027.75,2283.75,3434.25,2283.75,3434.25,2283.75,3434.25,2283.75,3434.25,4315.5,2438.25,4315.5,2438.25,4315.5,2438.25,4315.5,2438.25,40.758663,-73.981329
INDBDFM742NDST,42ND ST,5/1/11,0,0,0,0,0,0,0,0,1476,435.75,1476,435.75,1476,435.75,1476,435.75,242.25,350.25,242.25,350.25,242.25,350.25,242.25,350.25,911.25,1857,911.25,1857,911.25,1857,911.25,1857,1776,2784,1776,2784,1776,2784,1776,2784,3122.25,2265,3122.25,2265,3122.25,2265,3122.25,2265,40.754222,-73.984569
INDBDFMNQR34THST,34TH ST,5/1/11,0,0,0,0,0,0,0,0,1407,653.5,1407,653.5,1407,653.5,1407,653.5,467.25,694.75,467.25,694.75,467.25,694.75,467.25,694.75,2467.75,4640.25,2467.75,4640.25,2467.75,4640.25,2467.75,4640.25,6364.25,7612,6364.25,7612,6364.25,7612,6364.25,7612,9390.75,6557.75,9390.75,6557.75,9390.75,6557.75,9390.75,6557.75,40.749719,-73.987823
INDBDFORDHAMRD,FORDHAM RD,5/1/11,0,0,0,0,0,0,0,0,121.5,258.5,121.5,258.5,121.5,258.5,121.5,258.5,80.5,25,80.5,25,80.5,25,80.5,25,931,348.5,931,348.5,931,348.5,931,348.5,973.5,429.5,973.5,429.5,973.5,429.5,973.5,429.5,859,542,859,542,859,542,859,542,40.861296,-73.897749
INDBDGRANDST,GRAND ST,5/1/11,0,0,0,0,0,0,0,0,161.5,122,161.5,122,161.5,122,161.5,122,81.5,137.5,81.5,137.5,81.5,137.5,81.5,137.5,585.75,1212.5,585.75,1212.5,585.75,1212.5,585.75,1212.5,1376,940.75,1376,940.75,1376,940.75,1376,940.75,1529.25,636,1529.25,636,1529.25,636,1529.25,636,40.718267,-73.993753
INDBDKINGSBRIDGERD,KINGSBRIDGE RD,5/1/11,317,382.5,0,0,0,0,0,0,0,0,48.5,222.5,48.5,222.5,48.5,222.5,48.5,222.5,361.5,132,361.5,132,361.5,132,361.5,132,479,184.5,479,184.5,479,184.5,479,184.5,451,294.5,451,294.5,451,294.5,451,294.5,317,382.5,317,382.5,317,382.5,40.866978,-73.893509
INDBDTREMONTAV,TREMONT AV,5/1/11,433,693.5,0,0,0,0,0,0,0,0,71,277,71,277,71,277,71,277,431,199,431,199,431,199,431,199,557.5,322,557.5,322,557.5,322,557.5,322,566,433.5,566,433.5,566,433.5,566,433.5,433,693.5,433,693.5,433,693.5,40.85041,-73.905227
INDC155THST,155TH ST,5/1/11,70,113.5,0,0,0,0,0,0,0,0,12.5,42.75,12.5,42.75,12.5,42.75,12.5,42.75,46.25,22.25,46.25,22.25,46.25,22.25,46.25,22.25,102.5,38.75,102.5,38.75,102.5,38.75,102.5,38.75,109.75,83.75,109.75,83.75,109.75,83.75,109.75,83.75,70,113.5,70,113.5,70,113.5,40.830518,-73.941514
INDC163RDST-AMSTERDAMAV,163RD ST - AMSTERDAM AV,5/1/11,104,117.75,0,0,0,0,0,0,0,0,19,59.75,19,59.75,19,59.75,19,59.75,85.75,25,85.75,25,85.75,25,85.75,25,186.75,41.75,186.75,41.75,186.75,41.75,186.75,41.75,146.5,82.5,146.5,82.5,146.5,82.5,146.5,82.5,104,117.75,104,117.75,104,117.75,40.836013,-73.939892
INDCCLINTON&WASHINGTONAVS,CLINTON & WASHINGTON AVS,5/1/11,0,0,0,0,0,0,0,0,146.5,198.5,146.5,198.5,146.5,198.5,146.5,198.5,19.5,19,19.5,19,19.5,19,19.5,19,425,189.5,425,189.5,425,189.5,425,189.5,463.5,278.5,463.5,278.5,463.5,278.5,463.5,278.5,350.5,352.5,350.5,352.5,350.5,352.5,350.5,352.5,40.683263,-73.965838
INDCE23RDST,23RD ST,5/1/11,0,0,0,0,0,0,0,0,557.25,191.25,557.25,191.25,557.25,191.25,557.25,191.25,62.25,54.75,62.25,54.75,62.25,54.75,62.25,54.75,920.25,825.75,920.25,825.75,920.25,825.75,920.25,825.75,1541.25,1032.75,1541.25,1032.75,1541.25,1032.75,1541.25,1032.75,1777.5,1090.5,1777.5,1090.5,1777.5,1090.5,1777.5,1090.5,40.745906,-73.998041
INDCE50THST,50TH ST,5/1/11,0,0,0,0,0,0,0,0,403,301.5,403,301.5,403,301.5,403,301.5,74.5,103.5,74.5,103.5,74.5,103.5,74.5,103.5,867,636,867,636,867,636,867,636,1135,859,1135,859,1135,859,1135,859,1601,1280,1601,1280,1601,1280,1601,1280,40.762456,-73.985984
INDCESPRINGST,SPRING ST,5/1/11,0,0,0,0,0,0,0,0,103,16,103,16,103,16,103,16,41,3.5,41,3.5,41,3.5,41,3.5,215,206,215,206,215,206,215,206,477.5,287.5,477.5,287.5,477.5,287.5,477.5,287.5,714,182,714,182,714,182,714,182,40.726227,-74.003739
INDCLAFAYETTEAV,LAFAYETTE AV,5/1/11,213.75,131.75,0,0,0,0,0,0,0,0,28.25,30.75,28.25,30.75,28.25,30.75,28.25,30.75,38.75,36,38.75,36,38.75,36,38.75,36,139.25,86,139.25,86,139.25,86,139.25,86,214.75,149,214.75,149,214.75,149,214.75,149,213.75,131.75,213.75,131.75,213.75,131.75,40.686113,-73.973946
INDEF75THAV,75TH AV,5/1/11,0,0,0,0,0,0,0,0,10,3.25,10,3.25,10,3.25,10,3.25,10.75,3,10.75,3,10.75,3,10.75,3,143.5,19.25,143.5,19.25,143.5,19.25,143.5,19.25,156.25,19,156.25,19,156.25,19,156.25,19,92.5,18.75,92.5,18.75,92.5,18.75,92.5,18.75,40.718331,-73.837324
INDEFMR7JACKSONHEIGHTS-ROOSEVELTAVE,JACKSON HEIGHTS-ROOSEVELT AVE,5/1/11,0,0,0,0,0,0,0,0,315.5,782.75,315.5,782.75,315.5,782.75,315.5,782.75,413.75,115,413.75,115,413.75,115,413.75,115,2321.25,1063,2321.25,1063,2321.25,1063,2321.25,1063,2382.25,1610.5,2382.25,1610.5,2382.25,1610.5,2382.25,1610.5,1797,2258.5,1797,2258.5,1797,2258.5,1797,2258.5,40.746644,-73.891338
INDEFMRFORESTHILLS-71STAV,FOREST HILLS-71ST AV,5/1/11,1875,1857,0,0,0,0,0,0,0,0,255,285,255,285,255,285,255,285,981.75,475.5,981.75,475.5,981.75,475.5,981.75,475.5,2903.25,1119.75,2903.25,1119.75,2903.25,1119.75,2903.25,1119.75,2702.25,1722,2702.25,1722,2702.25,1722,2702.25,1722,1875,1857,1875,1857,1875,1857,40.721691,-73.844521
INDEJZPARSONSBLVD-ARCHERAV-JAMAICACENTER,PARSONS BLVD-ARCHER AV - JAMAICA CENTER,5/1/11,0,0,0,0,0,0,0,0,266,652.5,266,652.5,266,652.5,266,652.5,815,265.5,815,265.5,815,265.5,815,265.5,1471,1216,1471,1216,1471,1216,1471,1216,1801.5,1397.5,1801.5,1397.5,1801.5,1397.5,1801.5,1397.5,1633,1852.5,1633,1852.5,1633,1852.5,1633,1852.5,40.702147,-73.801109
INDEJZSUTPHINBLVD-ARCHERAV-JFK,SUTPHIN BLVD-ARCHER AV - JFK,5/1/11,0,0,0,0,0,0,0,0,93,179.75,93,179.75,93,179.75,93,179.75,112.75,89.5,112.75,89.5,112.75,89.5,112.75,89.5,649,423.75,649,423.75,649,423.75,649,423.75,655,482.75,655,482.75,655,482.75,655,482.75,637.5,596,637.5,596,637.5,596,637.5,596,40.700486,-73.807969
INDEM5THAV-53RDST,5TH AV-53RD ST,5/1/11,635,256.5,635,256.5,0,0,0,0,0,0,0,0,26,22.5,26,22.5,26,22.5,26,22.5,62,292.5,62,292.5,62,292.5,62,292.5,423.5,901,423.5,901,423.5,901,423.5,901,808,682,808,682,808,682,808,682,635,256.5,635,256.5,40.760167,-73.975224
INDEM6LEXINGTONAV-53RDST,LEXINGTON AV-53RD ST,5/1/11,0,0,0,0,0,0,0,0,289.25,196,289.25,196,289.25,196,289.25,196,173,199,173,199,173,199,173,199,770.25,1075.5,770.25,1075.5,770.25,1075.5,770.25,1075.5,1198.25,1167.5,1198.25,1167.5,1198.25,1167.5,1198.25,1167.5,1391,1109,1391,1109,1391,1109,1391,1109,40.757552,-73.969055
INDEMRQUEENSPLAZA,QUEENS PLAZA,5/1/11,272,296,0,0,0,0,0,0,0,0,34.5,70,34.5,70,34.5,70,34.5,70,141,216,141,216,141,216,141,216,292.5,329,292.5,329,292.5,329,292.5,329,401.5,300,401.5,300,401.5,300,401.5,300,272,296,272,296,272,296,40.748973,-73.937243
INDF169THST,169TH ST,5/1/11,0,0,0,0,0,0,0,0,53.5,206.5,53.5,206.5,53.5,206.5,53.5,206.5,178,45.5,178,45.5,178,45.5,178,45.5,631,310.5,631,310.5,631,310.5,631,310.5,619,395.5,619,395.5,619,395.5,619,395.5,452.5,582.5,452.5,582.5,452.5,582.5,452.5,582.5,40.71047,-73.793604
INDF18THAV,18TH AV,5/1/11,0,0,0,0,0,0,0,0,28.5,72,28.5,72,28.5,72,28.5,72,0,0,0,0,0,0,0,0,486,280.5,486,280.5,486,280.5,486,280.5,390.5,235,390.5,235,390.5,235,390.5,235,265,419,265,419,265,419,265,419,40.629755,-73.976971
INDF21STST,21ST ST,5/1/11,0,0,0,0,0,0,0,0,42.75,88,42.75,88,42.75,88,42.75,88,0,0,0,0,0,0,0,0,386.75,231.75,386.75,231.75,386.75,231.75,386.75,231.75,281.5,197.5,281.5,197.5,281.5,197.5,281.5,197.5,234.5,364,234.5,364,234.5,364,234.5,364,40.754203,-73.942836
INDF2NDAV,2ND AV,5/1/11,0,0,0,0,0,0,0,0,970,343.5,970,343.5,970,343.5,970,343.5,247,111.5,247,111.5,247,111.5,247,111.5,927,1102.5,927,1102.5,927,1102.5,927,1102.5,1400,1550.5,1400,1550.5,1400,1550.5,1400,1550.5,1593,1813.5,1593,1813.5,1593,1813.5,1593,1813.5,40.723402,-73.989938
INDF57THST,57TH ST,5/1/11,595.75,228,0,0,0,0,0,0,0,0,71,38,71,38,71,38,71,38,52.75,183.75,52.75,183.75,52.75,183.75,52.75,183.75,210.5,533,210.5,533,210.5,533,210.5,533,555.75,551.25,555.75,551.25,555.75,551.25,555.75,551.25,595.75,228,595.75,228,595.75,228,40.763972,-73.97745
INDFAVI,AV I,5/1/11,65.5,90.25,0,0,0,0,0,0,0,0,5.75,9,5.75,9,5.75,9,5.75,9,38.5,33,38.5,33,38.5,33,38.5,33,80.75,62.5,80.75,62.5,80.75,62.5,80.75,62.5,96,84.25,96,84.25,96,84.25,96,84.25,65.5,90.25,65.5,90.25,65.5,90.25,40.625322,-73.976127
INDFAVN,AV N,5/1/11,107.5,199.5,0,0,0,0,0,0,0,0,11,47.5,11,47.5,11,47.5,11,47.5,165.5,66,165.5,66,165.5,66,165.5,66,287.5,116,287.5,116,287.5,116,287.5,116,284,187,284,187,284,187,284,187,107.5,199.5,107.5,199.5,107.5,199.5,40.61514,-73.974197
INDFAVP,AV P,5/1/11,0,0,0,0,0,0,0,0,6.25,26.5,6.25,26.5,6.25,26.5,6.25,26.5,0,0,0,0,0,0,0,0,164.75,57.5,164.75,57.5,164.75,57.5,164.75,57.5,96.25,71.25,96.25,71.25,96.25,71.25,96.25,71.25,75.75,99.25,75.75,99.25,75.75,99.25,75.75,99.25,40.608944,-73.973022
INDFAVU,AV U,5/1/11,72.25,57.5,0,0,0,0,0,0,0,0,9.25,12.75,9.25,12.75,9.25,12.75,9.25,12.75,55.25,16.75,55.25,16.75,55.25,16.75,55.25,16.75,93.75,38.25,93.75,38.25,93.75,38.25,93.75,38.25,78.25,60.25,78.25,60.25,78.25,60.25,78.25,60.25,72.25,57.5,72.25,57.5,72.25,57.5,40.596063,-73.973357
INDFAVX,AV X,5/1/11,0,0,0,0,0,0,0,0,19.75,24,19.75,24,19.75,24,19.75,24,37,15,37,15,37,15,37,15,93,45,93,45,93,45,93,45,91,56.25,91,56.25,91,56.25,91,56.25,62.75,80.25,62.75,80.25,62.75,80.25,62.75,80.25,40.58962,-73.97425
INDFBAYPARKWAY-22NDAV,BAY PARKWAY-22ND AV,5/1/11,53.25,41.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.25,40.5,65.25,40.5,65.25,40.5,65.25,40.5,52.25,43.75,52.25,43.75,52.25,43.75,52.25,43.75,53.25,41.5,53.25,41.5,53.25,41.5,40.620769,-73.975264
INDFDITMASAV,DITMAS AV,5/1/11,195.5,420.5,0,0,0,0,0,0,0,0,14.5,70.5,14.5,70.5,14.5,70.5,14.5,70.5,202,83.5,202,83.5,202,83.5,202,83.5,407.5,144,407.5,144,407.5,144,407.5,144,373.5,250,373.5,250,373.5,250,373.5,250,195.5,420.5,195.5,420.5,195.5,420.5,40.636119,-73.978172
INDFEASTBROADWAY,EAST BROADWAY,5/1/11,0,0,0,0,0,0,0,0,127.5,152,127.5,152,127.5,152,127.5,152,97,42,97,42,97,42,97,42,837,594.5,837,594.5,837,594.5,837,594.5,1089.5,583.5,1089.5,583.5,1089.5,583.5,1089.5,583.5,1036,618.5,1036,618.5,1036,618.5,1036,618.5,40.713715,-73.990173
INDFGBERGENST,BERGEN ST,5/1/11,1358.25,1100.25,0,0,0,0,0,0,0,0,194.25,179.25,194.25,179.25,194.25,179.25,194.25,179.25,229.5,156.75,229.5,156.75,229.5,156.75,229.5,156.75,966.75,753,966.75,753,966.75,753,966.75,753,1753.5,1204.5,1753.5,1204.5,1753.5,1204.5,1753.5,1204.5,1358.25,1100.25,1358.25,1100.25,1358.25,1100.25,40.686145,-73.990862
INDFGCARROLLST,CARROLL ST,5/1/11,0,0,0,0,0,0,0,0,176,147.5,176,147.5,176,147.5,176,147.5,28,13.5,28,13.5,28,13.5,28,13.5,602,331,602,331,602,331,602,331,915,558,915,558,915,558,915,558,792.5,485,792.5,485,792.5,485,792.5,485,40.680303,-73.995048
INDFJAMAICA-179THST,JAMAICA-179TH ST,5/1/11,0,0,0,0,0,0,0,0,101.5,237,101.5,237,101.5,237,101.5,237,326.5,173.5,326.5,173.5,326.5,173.5,326.5,173.5,1300.5,363.5,1300.5,363.5,1300.5,363.5,1300.5,363.5,1137.5,494,1137.5,494,1137.5,494,1137.5,494,781.5,734,781.5,734,781.5,734,781.5,734,40.712646,-73.783817
INDFJMZDELANCEYST,DELANCEY ST,5/1/11,1627,1410.5,0,0,0,0,0,0,0,0,659.5,258,659.5,258,659.5,258,659.5,258,408,406,408,406,408,406,408,406,1217,1191,1217,1191,1217,1191,1217,1191,1756.5,1592,1756.5,1592,1756.5,1592,1756.5,1592,1627,1410.5,1627,1410.5,1627,1410.5,40.718611,-73.988114
INDFKINGSHIGHWAY,KINGS HIGHWAY,5/1/11,197.5,347.5,0,0,0,0,0,0,0,0,27,65,27,65,27,65,27,65,159.5,121.5,159.5,121.5,159.5,121.5,159.5,121.5,295,169,295,169,295,169,295,169,255.5,289.5,255.5,289.5,255.5,289.5,255.5,289.5,197.5,347.5,197.5,347.5,197.5,347.5,40.603217,-73.972361
INDFLEXINGTONAV,LEXINGTON AV,5/1/11,0,0,0,0,0,0,0,0,81.75,102.75,81.75,102.75,81.75,102.75,81.75,102.75,47.25,20.75,47.25,20.75,47.25,20.75,47.25,20.75,230.25,659.25,230.25,659.25,230.25,659.25,230.25,659.25,428.75,620.5,428.75,620.5,428.75,620.5,428.75,620.5,579.75,580.5,579.75,580.5,579.75,580.5,579.75,580.5,40.764627,-73.96611
INDFLM12314THST,14TH ST,5/1/11,0,0,0,0,0,0,0,0,1240,786,1240,786,1240,786,1240,786,130,274,130,274,130,274,130,274,1133,2559,1133,2559,1133,2559,1133,2559,2904,4136,2904,4136,2904,4136,2904,4136,3945,3269,3945,3269,3945,3269,3945,3269,40.738228,-73.996209
INDFNEPTUNEAV-VANSICLEN,NEPTUNE AV-VAN SICLEN,5/1/11,38,17,0,0,0,0,0,0,0,0,4.75,1.25,4.75,1.25,4.75,1.25,4.75,1.25,35.75,6.75,35.75,6.75,35.75,6.75,35.75,6.75,56.75,10.25,56.75,10.25,56.75,10.25,56.75,10.25,48.5,9.75,48.5,9.75,48.5,9.75,48.5,9.75,38,17,38,17,38,17,40.581011,-73.974574
INDFPARSONSBLVD,PARSONS BLVD,5/1/11,0,0,0,0,0,0,0,0,38.5,218,38.5,218,38.5,218,38.5,218,169.5,30,169.5,30,169.5,30,169.5,30,451,306.5,451,306.5,451,306.5,451,306.5,478.5,303.5,478.5,303.5,478.5,303.5,478.5,303.5,294,451,294,451,294,451,294,451,40.707564,-73.803326
INDFROOSEVELTISLAND,ROOSEVELT ISLAND,5/1/11,0,0,0,0,0,0,0,0,32.25,71,32.25,71,32.25,71,32.25,71,21.75,25,21.75,25,21.75,25,21.75,25,320,141,320,141,320,141,320,141,374.5,254,374.5,254,374.5,254,374.5,254,271.75,324.75,271.75,324.75,271.75,324.75,271.75,324.75,40.759145,-73.95326
